filepath,label
data\processed\stop_sign\stop_sign_b144100b8370_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_6e60ac155628.png,stop_sign
data\processed\stop_sign\stop_sign_6e60ac155628_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_6e60ac155628_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_6e60ac155628_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_91b03b12d8b6.png,stop_sign
data\processed\stop_sign\stop_sign_91b03b12d8b6_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_91b03b12d8b6_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_91b03b12d8b6_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_8cb35808616a.png,stop_sign
data\processed\stop_sign\stop_sign_8cb35808616a_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_8cb35808616a_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_8cb35808616a_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_d49233d7276e.png,stop_sign
data\processed\stop_sign\stop_sign_d49233d7276e_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_d49233d7276e_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_d49233d7276e_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_047eed4ff2e3.png,stop_sign
data\processed\stop_sign\stop_sign_047eed4ff2e3_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_047eed4ff2e3_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_047eed4ff2e3_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_c587ee39d751.png,stop_sign
data\processed\stop_sign\stop_sign_c587ee39d751_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_c587ee39d751_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_c587ee39d751_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_0dc00d921235.png,stop_sign
data\processed\stop_sign\stop_sign_0dc00d921235_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_0dc00d921235_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_0dc00d921235_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_91586d0bd35d.png,stop_sign
data\processed\stop_sign\stop_sign_91586d0bd35d_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_91586d0bd35d_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_91586d0bd35d_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_70b2b64f937a.png,stop_sign
data\processed\stop_sign\stop_sign_70b2b64f937a_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_70b2b64f937a_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_70b2b64f937a_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_cf6abe23c4d3.png,stop_sign
data\processed\stop_sign\stop_sign_cf6abe23c4d3_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_cf6abe23c4d3_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_cf6abe23c4d3_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_9d979a127761.png,stop_sign
data\processed\stop_sign\stop_sign_9d979a127761_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_9d979a127761_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_9d979a127761_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_7524f8ad6ccf.png,stop_sign
data\processed\stop_sign\stop_sign_7524f8ad6ccf_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_7524f8ad6ccf_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_7524f8ad6ccf_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_49e1b0a77b5c.png,stop_sign
data\processed\stop_sign\stop_sign_49e1b0a77b5c_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_49e1b0a77b5c_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_49e1b0a77b5c_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_6a62ca4a1e2b.png,stop_sign
data\processed\stop_sign\stop_sign_6a62ca4a1e2b_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_6a62ca4a1e2b_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_6a62ca4a1e2b_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_8cec08ca05fc.png,stop_sign
data\processed\stop_sign\stop_sign_8cec08ca05fc_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_8cec08ca05fc_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_8cec08ca05fc_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_8c9a7f99198b.png,stop_sign
data\processed\stop_sign\stop_sign_8c9a7f99198b_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_8c9a7f99198b_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_8c9a7f99198b_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_babbe900c25e.png,stop_sign
data\processed\stop_sign\stop_sign_babbe900c25e_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_babbe900c25e_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_babbe900c25e_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_30a1e8b793fe.png,stop_sign
data\processed\stop_sign\stop_sign_30a1e8b793fe_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_30a1e8b793fe_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_30a1e8b793fe_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_1c7e62cab1d5.png,stop_sign
data\processed\stop_sign\stop_sign_1c7e62cab1d5_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_1c7e62cab1d5_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_1c7e62cab1d5_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_a1451f477d02.png,stop_sign
data\processed\stop_sign\stop_sign_a1451f477d02_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_a1451f477d02_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_a1451f477d02_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_e970e6dbcfc1.png,stop_sign
data\processed\stop_sign\stop_sign_e970e6dbcfc1_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_e970e6dbcfc1_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_e970e6dbcfc1_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_559b3ebacdcf.png,stop_sign
data\processed\stop_sign\stop_sign_559b3ebacdcf_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_559b3ebacdcf_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_559b3ebacdcf_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_8564573ba701.png,stop_sign
data\processed\stop_sign\stop_sign_8564573ba701_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_8564573ba701_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_8564573ba701_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_a8ec6ce77a18.png,stop_sign
data\processed\stop_sign\stop_sign_a8ec6ce77a18_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_a8ec6ce77a18_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_a8ec6ce77a18_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_690afd549bfe.png,stop_sign
data\processed\stop_sign\stop_sign_690afd549bfe_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_690afd549bfe_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_690afd549bfe_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_24a2584ba197.png,stop_sign
data\processed\stop_sign\stop_sign_24a2584ba197_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_24a2584ba197_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_24a2584ba197_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_efb75b3e95dd.png,stop_sign
data\processed\stop_sign\stop_sign_efb75b3e95dd_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_efb75b3e95dd_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_efb75b3e95dd_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_8593cfb98e45.png,stop_sign
data\processed\stop_sign\stop_sign_8593cfb98e45_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_8593cfb98e45_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_8593cfb98e45_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_464f26bdc0f6.png,stop_sign
data\processed\stop_sign\stop_sign_464f26bdc0f6_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_464f26bdc0f6_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_464f26bdc0f6_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_e07bfae6ddf3.png,stop_sign
data\processed\stop_sign\stop_sign_e07bfae6ddf3_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_e07bfae6ddf3_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_e07bfae6ddf3_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_0611f3373446.png,stop_sign
data\processed\stop_sign\stop_sign_0611f3373446_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_0611f3373446_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_0611f3373446_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_aef7e49bf779.png,stop_sign
data\processed\stop_sign\stop_sign_aef7e49bf779_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_aef7e49bf779_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_aef7e49bf779_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_ef293da039c8.png,stop_sign
data\processed\stop_sign\stop_sign_ef293da039c8_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_ef293da039c8_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_ef293da039c8_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_3ce6686c0f2e.png,stop_sign
data\processed\stop_sign\stop_sign_3ce6686c0f2e_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_3ce6686c0f2e_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_3ce6686c0f2e_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_e8639dc3ed8a.png,stop_sign
data\processed\stop_sign\stop_sign_e8639dc3ed8a_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_e8639dc3ed8a_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_e8639dc3ed8a_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_fef771ec9793.png,stop_sign
data\processed\stop_sign\stop_sign_fef771ec9793_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_fef771ec9793_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_fef771ec9793_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_e35d69510063.png,stop_sign
data\processed\stop_sign\stop_sign_e35d69510063_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_e35d69510063_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_e35d69510063_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_cf255973b7d8.png,stop_sign
data\processed\stop_sign\stop_sign_cf255973b7d8_aug1.png,stop_sign
data\processed\stop_sign\stop_sign_cf255973b7d8_aug2.png,stop_sign
data\processed\stop_sign\stop_sign_cf255973b7d8_aug3.png,stop_sign
data\processed\stop_sign\stop_sign_9105f78c7711.png,stop_sign
data\processed\stop_sign\stop_sign_9105f78c7711_aug1.png,stop_sign
